onset	duration	weight	type	object	emotion
854.196	2	1	voice	abacus	neutral
272.199	2	1	voice	babyplayard	neutral
968.189	2	1	voice	banana	aversive
533.2	2	1	voice	bed	aversive
866.195	2	1	voice	bench	aversive
646.209	2	1	voice	bike	neutral
152.207	2	1	voice	binoculars	aversive
953.19	2	1	voice	boppypillow	neutral
996.187	2	1	voice	bowl	neutral
588.213	2	1	voice	bowlingpin	neutral
402.191	2	1	voice	bowtie	neutral
418.19	2	1	voice	bucket	aversive
720.205	2	1	voice	butterfly	neutral
469.204	2	1	voice	button	aversive
923.192	2	1	voice	ceilingfan	neutral
894.194	2	1	voice	cherry	aversive
746.186	2	1	voice	clownfish	neutral
228.202	2	1	voice	coconut	aversive
286.198	2	1	voice	compass	aversive
302.214	2	1	voice	computermouse	neutral
78.245	2	1	voice	cookingpan	neutral
32.231	2	1	voice	cookpot	neutral
787.2	2	1	voice	crab	neutral
734.204	2	1	voice	crown	aversive
3.118	2	1	voice	cupsaucer	neutral
136.208	2	1	voice	dolphin	aversive
618.194	2	1	voice	dragonfly	neutral
759.202	2	1	voice	durian	neutral
329.196	2	1	voice	fan	aversive
817.198	2	1	voice	flashlight	neutral
690.19	2	1	voice	fork	aversive
879.211	2	1	voice	gecko	neutral
191.204	2	1	voice	glasses	aversive
389.192	2	1	voice	glove	aversive
705.189	2	1	voice	grape	aversive
105.21	2	1	voice	guitar	aversive
937.191	2	1	voice	hairbrush	aversive
16.265	2	1	voice	hairdryer	aversive
662.208	2	1	voice	handmirror	aversive
64.262	2	1	voice	hat	aversive
773.185	2	1	voice	headband	aversive
981.188	2	1	voice	hourglass	neutral
457.171	2	1	voice	icecreamcones	aversive
445.222	2	1	voice	kettle	neutral
374.193	2	1	voice	kiwifruit	neutral
344.195	2	1	voice	lamp	neutral
573.197	2	1	voice	lemon	aversive
558.198	2	1	voice	lightbulb	aversive
676.207	2	1	voice	lock	neutral
203.204	2	1	voice	loster	neutral
90.211	2	1	voice	motorcycle	neutral
602.195	2	1	voice	nailpolish	aversive
842.197	2	1	voice	necktie	aversive
315.18	2	1	voice	orifan	neutral
360.227	2	1	voice	paintbrush	aversive
545.182	2	1	voice	pen	neutral
259.2	2	1	voice	pipe	neutral
483.203	2	1	voice	printer	neutral
244.201	2	1	voice	rollingpin	aversive
430.206	2	1	voice	rubberduck	aversive
907.209	2	1	voice	scale	aversive
803.199	2	1	voice	shirt	aversive
178.205	2	1	voice	shoe	neutral
165.239	2	1	voice	sofa	neutral
509.201	2	1	voice	stapler	aversive
495.202	2	1	voice	starfish	neutral
633.193	2	1	voice	strawberry	aversive
120.225	2	1	voice	tent	neutral
830.214	2	1	voice	tire	aversive
48.197	2	1	voice	washer	aversive
216.203	2	1	voice	watergun	neutral
521.2	2	1	voice	watermelon	neutral
851.996	2	1	face	abacus	neutral
269.999	2	1	face	babyplayard	neutral
965.989	2	1	face	banana	aversive
531	2	1	face	bed	aversive
863.995	2	1	face	bench	aversive
643.993	2	1	face	bike	neutral
149.99	2	1	face	binoculars	aversive
950.99	2	1	face	boppypillow	neutral
993.987	2	1	face	bowl	neutral
585.996	2	1	face	bowlingpin	neutral
399.991	2	1	face	bowtie	neutral
415.99	2	1	face	bucket	aversive
717.988	2	1	face	butterfly	neutral
467.004	2	1	face	button	aversive
920.992	2	1	face	ceilingfan	neutral
891.994	2	1	face	cherry	aversive
744.003	2	1	face	clownfish	neutral
226.002	2	1	face	coconut	aversive
283.999	2	1	face	compass	aversive
299.998	2	1	face	computermouse	neutral
75.995	2	1	face	cookingpan	neutral
29.998	2	1	face	cookpot	neutral
785	2	1	face	crab	neutral
731.987	2	1	face	crown	aversive
0	2	1	face	cupsaucer	neutral
133.991	2	1	face	dolphin	aversive
615.994	2	1	face	dragonfly	neutral
757.002	2	1	face	durian	neutral
326.996	2	1	face	fan	aversive
814.999	2	1	face	flashlight	neutral
687.99	2	1	face	fork	aversive
876.995	2	1	face	gecko	neutral
188.988	2	1	face	glasses	aversive
386.992	2	1	face	glove	aversive
702.989	2	1	face	grape	aversive
102.993	2	1	face	guitar	aversive
934.991	2	1	face	hairbrush	aversive
13.999	2	1	face	hairdryer	aversive
659.992	2	1	face	handmirror	aversive
61.996	2	1	face	hat	aversive
771.001	2	1	face	headband	aversive
978.988	2	1	face	hourglass	neutral
454.988	2	1	face	icecreamcones	aversive
442.989	2	1	face	kettle	neutral
371.993	2	1	face	kiwifruit	neutral
341.995	2	1	face	lamp	neutral
570.997	2	1	face	lemon	aversive
555.998	2	1	face	lightbulb	aversive
673.991	2	1	face	lock	neutral
200.987	2	1	face	loster	neutral
87.994	2	1	face	motorcycle	neutral
599.995	2	1	face	nailpolish	aversive
839.997	2	1	face	necktie	aversive
312.997	2	1	face	orifan	neutral
357.994	2	1	face	paintbrush	aversive
542.999	2	1	face	pen	neutral
257	2	1	face	pipe	neutral
481.003	2	1	face	printer	neutral
242.001	2	1	face	rollingpin	aversive
427.99	2	1	face	rubberduck	aversive
904.993	2	1	face	scale	aversive
800.999	2	1	face	shirt	aversive
175.989	2	1	face	shoe	neutral
162.989	2	1	face	sofa	neutral
507.001	2	1	face	stapler	aversive
493.002	2	1	face	starfish	neutral
630.993	2	1	face	strawberry	aversive
117.992	2	1	face	tent	neutral
827.998	2	1	face	tire	aversive
45.997	2	1	face	washer	aversive
214.003	2	1	face	watergun	neutral
519	2	1	face	watermelon	neutral
