onset	duration	weight	object	emotion
329.977	2	1	abacus	neutral
668.955	2	1	babyplayard	neutral
38.961	2	1	banana	aversive
190.976	2	1	bed	aversive
49.97	2	1	bench	neutral
28.964	2	1	bike	aversive
530.966	2	1	binoculars	aversive
379.98	2	1	boppypillow	aversive
439.98	2	1	bowl	neutral
521.052	2	1	bowlingpin	aversive
563.976	2	1	bowtie	neutral
137.956	2	1	bucket	aversive
119.984	2	1	butterfly	neutral
391.95	2	1	button	neutral
358.974	2	1	ceilingfan	aversive
109.97	2	1	cherry	neutral
101.963	2	1	clownfish	aversive
470.071	2	1	coconut	aversive
182.985	2	1	compass	neutral
220.968	2	1	computermouse	aversive
679.069	2	1	cookingpan	aversive
710.967	2	1	cookpot	neutral
0	2	1	crab	aversive
81.985	2	1	crown	neutral
250.977	2	1	cupsaucer	aversive
241.974	2	1	dolphin	aversive
230.965	2	1	dragonfly	neutral
640.97	2	1	durian	neutral
289.971	2	1	fan	aversive
401.964	2	1	flashlight	neutral
509.961	2	1	fork	aversive
309.982	2	1	gecko	neutral
628.966	2	1	glasses	neutral
370.96	2	1	glove	aversive
270.971	2	1	grape	aversive
541.959	2	1	guitar	neutral
18.95	2	1	hairbrush	aversive
8.986	2	1	hairdryer	neutral
487.96	2	1	handmirror	aversive
201.968	2	1	hat	aversive
89.959	2	1	headband	neutral
297.962	2	1	hourglass	neutral
591.066	2	1	icecreamcones	aversive
652.973	2	1	kettle	aversive
127.959	2	1	kiwifruit	neutral
318.968	2	1	lamp	neutral
72.965	2	1	lemon	neutral
598.958	2	1	lightbulb	neutral
660.981	2	1	lock	aversive
411.977	2	1	loster	aversive
262.963	2	1	motorcycle	aversive
458.963	2	1	nailpolish	aversive
60.995	2	1	necktie	aversive
478.957	2	1	orifan	aversive
451.071	2	1	paintbrush	aversive
552.967	2	1	pen	aversive
582.959	2	1	pipe	aversive
158.962	2	1	printer	neutral
619.98	2	1	rollingpin	neutral
572.978	2	1	rubberduck	neutral
430.961	2	1	scale	aversive
211.966	2	1	shirt	neutral
346.987	2	1	shoe	neutral
690.973	2	1	sofa	neutral
609.966	2	1	stapler	neutral
148.965	2	1	starfish	aversive
497.974	2	1	strawberry	neutral
420.068	2	1	tent	neutral
170.965	2	1	tire	aversive
698.964	2	1	washer	neutral
280.057	2	1	watergun	neutral
338.946	2	1	watermelon	neutral
