onset	duration	weight	type	object	emotion
514.218	2	1	voice	abacus	neutral
656.192	2	1	voice	babyplayard	aversive
344.195	2	1	voice	banana	neutral
245.201	2	1	voice	bed	neutral
914.209	2	1	voice	bench	aversive
867.146	2	1	voice	bike	aversive
118.209	2	1	voice	binoculars	neutral
313.197	2	1	voice	boppypillow	neutral
954.207	2	1	voice	bowl	aversive
585.23	2	1	voice	bowlingpin	neutral
970.206	2	1	voice	bowtie	neutral
74.229	2	1	voice	bucket	neutral
613.212	2	1	voice	butterfly	aversive
58.213	2	1	voice	button	aversive
695.19	2	1	voice	ceilingfan	aversive
44.214	2	1	voice	cherry	neutral
928.209	2	1	voice	clownfish	neutral
174.189	2	1	voice	coconut	aversive
32.215	2	1	voice	compass	neutral
851.197	2	1	voice	computermouse	neutral
836.214	2	1	voice	cookingpan	neutral
436.223	2	1	voice	cookpot	neutral
747.203	2	1	voice	crab	aversive
216.203	2	1	voice	crown	aversive
898.144	2	1	voice	cupsaucer	neutral
356.211	2	1	voice	dolphin	neutral
397.192	2	1	voice	dragonfly	neutral
231.202	2	1	voice	durian	neutral
883.211	2	1	voice	fan	aversive
486.203	2	1	voice	flashlight	neutral
601.212	2	1	voice	fork	aversive
806.2	2	1	voice	gecko	aversive
89.211	2	1	voice	glasses	aversive
986.205	2	1	voice	glove	neutral
625.178	2	1	voice	grape	neutral
474.204	2	1	voice	guitar	neutral
500.202	2	1	voice	hairbrush	aversive
2.451	2	1	voice	hairdryer	aversive
529.2	2	1	voice	handmirror	aversive
821.199	2	1	voice	hat	aversive
273.2	2	1	voice	headband	neutral
760.219	2	1	voice	hourglass	aversive
722.222	2	1	voice	icecreamcones	neutral
542.216	2	1	voice	kettle	neutral
144.208	2	1	voice	kiwifruit	neutral
160.223	2	1	voice	lamp	aversive
188.205	2	1	voice	lemon	neutral
775.185	2	1	voice	lightbulb	neutral
449.189	2	1	voice	lock	aversive
555.199	2	1	voice	loster	neutral
683.207	2	1	voice	motorcycle	neutral
670.208	2	1	voice	nailpolish	aversive
462.204	2	1	voice	necktie	aversive
410.158	2	1	voice	orifan	aversive
422.207	2	1	voice	paintbrush	neutral
329.213	2	1	voice	pen	aversive
259.201	2	1	voice	pipe	aversive
385.209	2	1	voice	printer	aversive
105.194	2	1	voice	rollingpin	neutral
131.192	2	1	voice	rubberduck	aversive
371.21	2	1	voice	scale	aversive
709.122	2	1	voice	shirt	aversive
286.199	2	1	voice	shoe	aversive
641.227	2	1	voice	sofa	neutral
203.204	2	1	voice	stapler	aversive
942.208	2	1	voice	starfish	aversive
998.204	2	1	voice	strawberry	aversive
16.266	2	1	voice	tent	aversive
298.231	2	1	voice	tire	neutral
571.214	2	1	voice	washer	aversive
791.2	2	1	voice	watergun	neutral
735.204	2	1	voice	watermelon	neutral
512.001	2	1	face	abacus	neutral
654.009	2	1	face	babyplayard	aversive
342.012	2	1	face	banana	neutral
243.002	2	1	face	bed	neutral
912.01	2	1	face	bench	aversive
864.996	2	1	face	bike	aversive
116.01	2	1	face	binoculars	neutral
310.997	2	1	face	boppypillow	neutral
952.007	2	1	face	bowl	aversive
582.997	2	1	face	bowlingpin	neutral
968.006	2	1	face	bowtie	neutral
72.012	2	1	face	bucket	neutral
610.995	2	1	face	butterfly	aversive
55.997	2	1	face	button	aversive
693.007	2	1	face	ceilingfan	aversive
41.998	2	1	face	cherry	neutral
926.009	2	1	face	clownfish	neutral
172.006	2	1	face	coconut	aversive
29.998	2	1	face	compass	neutral
848.997	2	1	face	computermouse	neutral
833.998	2	1	face	cookingpan	neutral
434.006	2	1	face	cookpot	neutral
745.003	2	1	face	crab	aversive
214.003	2	1	face	crown	aversive
896.011	2	1	face	cupsaucer	neutral
354.011	2	1	face	dolphin	neutral
395.009	2	1	face	dragonfly	neutral
229.002	2	1	face	durian	neutral
881.012	2	1	face	fan	aversive
484.003	2	1	face	flashlight	neutral
598.996	2	1	face	fork	aversive
804	2	1	face	gecko	aversive
87.011	2	1	face	glasses	aversive
984.005	2	1	face	glove	neutral
623.011	2	1	face	grape	neutral
472.004	2	1	face	guitar	neutral
498.002	2	1	face	hairbrush	aversive
0	2	1	face	hairdryer	aversive
527	2	1	face	handmirror	aversive
818.999	2	1	face	hat	aversive
271	2	1	face	headband	neutral
758.003	2	1	face	hourglass	aversive
720.005	2	1	face	icecreamcones	neutral
540	2	1	face	kettle	neutral
142.008	2	1	face	kiwifruit	neutral
158.007	2	1	face	lamp	aversive
186.005	2	1	face	lemon	neutral
773.002	2	1	face	lightbulb	neutral
447.005	2	1	face	lock	aversive
552.999	2	1	face	loster	neutral
681.007	2	1	face	motorcycle	neutral
668.008	2	1	face	nailpolish	aversive
460.005	2	1	face	necktie	aversive
408.008	2	1	face	orifan	aversive
420.007	2	1	face	paintbrush	neutral
326.996	2	1	face	pen	aversive
257.001	2	1	face	pipe	aversive
383.009	2	1	face	printer	aversive
103.01	2	1	face	rollingpin	neutral
129.009	2	1	face	rubberduck	aversive
369.01	2	1	face	scale	aversive
707.006	2	1	face	shirt	aversive
283.999	2	1	face	shoe	aversive
638.993	2	1	face	sofa	neutral
201.004	2	1	face	stapler	aversive
940.008	2	1	face	starfish	aversive
996.004	2	1	face	strawberry	aversive
13.999	2	1	face	tent	aversive
295.998	2	1	face	tire	neutral
568.998	2	1	face	washer	aversive
789.001	2	1	face	watergun	neutral
733.004	2	1	face	watermelon	neutral
