onset	duration	weight	object	emotion
357	2	1	abacus	neutral
113.999	2	1	babyplayard	aversive
186.997	2	1	banana	aversive
485.009	2	1	bed	aversive
94.004	2	1	bench	aversive
41.995	2	1	bike	aversive
101.995	2	1	binoculars	neutral
496.001	2	1	boppypillow	aversive
524.003	2	1	bowl	aversive
9.997	2	1	bowlingpin	aversive
177.995	2	1	bowtie	neutral
235.01	2	1	bucket	neutral
578.996	2	1	butterfly	neutral
30.008	2	1	button	neutral
665.009	2	1	ceilingfan	aversive
412.01	2	1	cherry	aversive
394.005	2	1	clownfish	aversive
316	2	1	coconut	neutral
543.003	2	1	compass	neutral
196	2	1	computermouse	aversive
135.005	2	1	cookingpan	neutral
385.003	2	1	cookpot	neutral
711.995	2	1	crab	aversive
224.002	2	1	crown	neutral
404.003	2	1	cupsaucer	neutral
256.995	2	1	dolphin	neutral
474	2	1	dragonfly	neutral
602.008	2	1	durian	neutral
82.001	2	1	fan	aversive
632.995	2	1	flashlight	aversive
441.007	2	1	fork	aversive
613	2	1	gecko	neutral
533.005	2	1	glasses	aversive
550.994	2	1	glove	aversive
420.996	2	1	grape	aversive
52.009	2	1	guitar	aversive
157.005	2	1	hairbrush	aversive
376	2	1	hairdryer	aversive
18.005	2	1	handmirror	aversive
167.997	2	1	hat	aversive
451.999	2	1	headband	neutral
685.004	2	1	hourglass	neutral
644.998	2	1	icecreamcones	neutral
62.006	2	1	kettle	neutral
590.005	2	1	kiwifruit	neutral
294.994	2	1	lamp	aversive
0	2	1	lemon	aversive
124.991	2	1	lightbulb	aversive
72.998	2	1	lock	aversive
654.995	2	1	loster	neutral
507.009	2	1	motorcycle	aversive
559.996	2	1	nailpolish	neutral
675.006	2	1	necktie	aversive
337.006	2	1	orifan	aversive
515.995	2	1	paintbrush	aversive
211.999	2	1	pen	aversive
568.004	2	1	pipe	neutral
367.992	2	1	printer	neutral
429.999	2	1	rollingpin	neutral
694.006	2	1	rubberduck	neutral
349.009	2	1	scale	neutral
325.003	2	1	shirt	aversive
266.992	2	1	shoe	aversive
625.004	2	1	sofa	neutral
246.997	2	1	stapler	neutral
204.007	2	1	starfish	neutral
278.995	2	1	strawberry	neutral
145.002	2	1	tent	aversive
306.003	2	1	tire	neutral
287.003	2	1	washer	neutral
703.009	2	1	watergun	neutral
461.997	2	1	watermelon	neutral
