onset	duration	weight	object	emotion
204.007	2	1	abacus	neutral
325.002	2	1	babyplayard	aversive
596.006	2	1	banana	aversive
369.998	2	1	bed	aversive
515	2	1	bench	aversive
290.998	2	1	bike	aversive
80.442	2	1	binoculars	neutral
574.006	2	1	boppypillow	aversive
56.999	2	1	bowl	aversive
679.997	2	1	bowlingpin	aversive
619.002	2	1	bowtie	neutral
350.999	2	1	bucket	neutral
132.998	2	1	butterfly	neutral
555.006	2	1	button	neutral
88.997	2	1	ceilingfan	aversive
224.002	2	1	cherry	aversive
281.996	2	1	clownfish	aversive
68.008	2	1	coconut	neutral
485.008	2	1	compass	neutral
271.004	2	1	computermouse	aversive
142.996	2	1	cookingpan	neutral
523.008	2	1	cookpot	neutral
496	2	1	crab	aversive
261.007	2	1	crown	neutral
628.004	2	1	cupsaucer	neutral
252.004	2	1	dolphin	neutral
242.007	2	1	dragonfly	neutral
388.003	2	1	durian	neutral
194.01	2	1	fan	aversive
101.001	2	1	flashlight	aversive
406.008	2	1	fork	aversive
425.008	2	1	gecko	neutral
473.005	2	1	glasses	aversive
120.995	2	1	glove	aversive
660.002	2	1	grape	aversive
504.008	2	1	guitar	aversive
586.009	2	1	hairbrush	aversive
175.01	2	1	hairdryer	aversive
153.01	2	1	handmirror	aversive
313.994	2	1	hat	aversive
433.994	2	1	headband	neutral
698.018	2	1	hourglass	neutral
343.007	2	1	icecreamcones	neutral
8.008	2	1	kettle	neutral
0	2	1	kiwifruit	neutral
455	2	1	lamp	aversive
464.997	2	1	lemon	aversive
18.022	2	1	lightbulb	aversive
333.027	2	1	lock	aversive
28.997	2	1	loster	neutral
47.997	2	1	motorcycle	aversive
562.997	2	1	nailpolish	neutral
442.997	2	1	necktie	aversive
185.007	2	1	orifan	aversive
688.004	2	1	paintbrush	aversive
652.011	2	1	pen	aversive
533.005	2	1	pipe	neutral
302.007	2	1	printer	neutral
38.994	2	1	rollingpin	neutral
233.004	2	1	rubberduck	neutral
708.994	2	1	scale	neutral
414	2	1	shirt	aversive
543.003	2	1	shoe	aversive
215.994	2	1	sofa	neutral
397.006	2	1	stapler	neutral
113.004	2	1	starfish	neutral
362.007	2	1	strawberry	neutral
164.996	2	1	tent	aversive
378.006	2	1	tire	neutral
670.994	2	1	washer	neutral
608.026	2	1	watergun	neutral
640.008	2	1	watermelon	neutral
