onset	duration	weight	object	emotion
372.005	2	1	abacus	aversive
0	2	1	babyplayard	aversive
436	2	1	banana	neutral
218	2	1	bed	aversive
565.02	2	1	bench	aversive
328.02	2	1	bike	neutral
545.009	2	1	binoculars	neutral
287.003	2	1	boppypillow	aversive
693.012	2	1	bowl	aversive
383.013	2	1	bowlingpin	neutral
84.007	2	1	bowtie	aversive
614.012	2	1	bucket	neutral
455.017	2	1	butterfly	neutral
61.011	2	1	button	aversive
248.009	2	1	ceilingfan	neutral
481.013	2	1	cherry	aversive
267.008	2	1	clownfish	aversive
92.031	2	1	coconut	neutral
445.02	2	1	compass	aversive
673	2	1	computermouse	aversive
391.004	2	1	cookingpan	neutral
186.002	2	1	cookpot	aversive
711	2	1	crab	aversive
176.022	2	1	crown	neutral
492.022	2	1	cupsaucer	neutral
661.014	2	1	dolphin	aversive
535.012	2	1	dragonfly	aversive
72.003	2	1	durian	neutral
8.008	2	1	fan	neutral
164.018	2	1	flashlight	aversive
134.01	2	1	fork	neutral
682.003	2	1	gecko	neutral
116.021	2	1	glasses	aversive
356.022	2	1	glove	neutral
297	2	1	grape	aversive
407.998	2	1	guitar	aversive
524.02	2	1	hairbrush	aversive
306.019	2	1	hairdryer	aversive
50.019	2	1	handmirror	aversive
30.008	2	1	hat	neutral
316	2	1	headband	neutral
143.012	2	1	hourglass	neutral
473.022	2	1	icecreamcones	aversive
574.006	2	1	kettle	aversive
18.021	2	1	kiwifruit	neutral
39.011	2	1	lamp	aversive
208.019	2	1	lemon	aversive
347.998	2	1	lightbulb	neutral
104.018	2	1	lock	neutral
364.013	2	1	loster	neutral
400.007	2	1	motorcycle	aversive
584.003	2	1	nailpolish	neutral
595.028	2	1	necktie	neutral
153.01	2	1	orifan	neutral
555.023	2	1	paintbrush	neutral
257.011	2	1	pen	neutral
274.999	2	1	pipe	neutral
236.022	2	1	printer	neutral
228.014	2	1	rollingpin	neutral
637.024	2	1	rubberduck	aversive
501.008	2	1	scale	aversive
513.011	2	1	shirt	neutral
702.014	2	1	shoe	aversive
625.998	2	1	sofa	aversive
124.013	2	1	stapler	neutral
463.008	2	1	starfish	aversive
197.011	2	1	strawberry	aversive
340.454	2	1	tent	neutral
416.006	2	1	tire	neutral
605.009	2	1	washer	neutral
426.998	2	1	watergun	aversive
649.01	2	1	watermelon	aversive
