onset	duration	weight	object	emotion
582.014	2	1	abacus	aversive
366.019	2	1	babyplayard	aversive
634.006	2	1	banana	aversive
59.022	2	1	bed	neutral
484.014	2	1	bench	aversive
79.05	2	1	bike	neutral
38.049	2	1	binoculars	neutral
694.039	2	1	boppypillow	neutral
251.009	2	1	bowl	aversive
127.013	2	1	bowlingpin	neutral
189.003	2	1	bowtie	aversive
337.039	2	1	bucket	neutral
262.001	2	1	butterfly	neutral
48.013	2	1	button	aversive
230.02	2	1	ceilingfan	neutral
30.141	2	1	cherry	neutral
19.016	2	1	clownfish	neutral
503.014	2	1	coconut	aversive
462.013	2	1	compass	neutral
88.002	2	1	computermouse	neutral
358.012	2	1	cookingpan	aversive
560.013	2	1	cookpot	aversive
677.477	2	1	crab	neutral
139.017	2	1	crown	neutral
520.024	2	1	cupsaucer	aversive
295.027	2	1	dolphin	aversive
67.013	2	1	dragonfly	aversive
511.005	2	1	durian	neutral
169.008	2	1	fan	aversive
642.014	2	1	flashlight	neutral
431.01	2	1	fork	aversive
0	2	1	gecko	neutral
274.005	2	1	glasses	aversive
570.458	2	1	glove	neutral
703.009	2	1	grape	aversive
614.028	2	1	guitar	neutral
623.014	2	1	hairbrush	neutral
540.002	2	1	hairdryer	aversive
594.017	2	1	handmirror	aversive
349.009	2	1	hat	neutral
712.459	2	1	headband	aversive
97.005	2	1	hourglass	aversive
422.024	2	1	icecreamcones	aversive
284.002	2	1	kettle	aversive
209.014	2	1	kiwifruit	aversive
492.022	2	1	lamp	neutral
305.041	2	1	lemon	aversive
395.017	2	1	lightbulb	neutral
442.019	2	1	lock	neutral
383.013	2	1	loster	aversive
472.027	2	1	motorcycle	aversive
199	2	1	nailpolish	neutral
161.465	2	1	necktie	aversive
8.472	2	1	orifan	neutral
531.016	2	1	paintbrush	neutral
605.473	2	1	pen	neutral
686.015	2	1	pipe	aversive
327.025	2	1	printer	neutral
178.011	2	1	rollingpin	aversive
109.041	2	1	rubberduck	aversive
315.055	2	1	scale	aversive
452.149	2	1	shirt	neutral
220.006	2	1	shoe	neutral
149.014	2	1	sofa	neutral
405.014	2	1	stapler	neutral
665.009	2	1	starfish	aversive
552.154	2	1	strawberry	neutral
374.011	2	1	tent	neutral
414.132	2	1	tire	aversive
240.051	2	1	washer	aversive
654.001	2	1	watergun	aversive
117.016	2	1	watermelon	neutral
