onset	duration	weight	object	emotion
342.991	2	1	abacus	neutral
170.998	2	1	babyplayard	aversive
302.985	2	1	banana	aversive
18.999	2	1	bed	neutral
393.988	2	1	bench	aversive
218	2	1	bike	neutral
482.986	2	1	binoculars	aversive
209.992	2	1	boppypillow	neutral
116.999	2	1	bowl	aversive
656.985	2	1	bowlingpin	aversive
692	2	1	bowtie	neutral
626.993	2	1	bucket	aversive
271.998	2	1	butterfly	neutral
474.994	2	1	button	aversive
536.984	2	1	ceilingfan	neutral
423.997	2	1	cherry	aversive
494.989	2	1	clownfish	neutral
544.992	2	1	coconut	aversive
248.986	2	1	compass	aversive
616.995	2	1	computermouse	neutral
85.996	2	1	cookingpan	neutral
436	2	1	cookpot	aversive
136.994	2	1	crab	aversive
556	2	1	crown	neutral
94.999	2	1	cupsaucer	aversive
158.994	2	1	dolphin	aversive
47.997	2	1	dragonfly	neutral
502.997	2	1	durian	aversive
674.99	2	1	fan	neutral
148.997	2	1	flashlight	aversive
259.995	2	1	fork	neutral
127.991	2	1	gecko	aversive
525.992	2	1	glasses	neutral
69.997	2	1	glove	aversive
36.988	2	1	grape	neutral
60	2	1	guitar	neutral
226.986	2	1	hairbrush	neutral
330.987	2	1	hairdryer	aversive
683.992	2	1	handmirror	neutral
292.988	2	1	hat	neutral
26.991	2	1	headband	aversive
383.991	2	1	hourglass	aversive
708.994	2	1	icecreamcones	neutral
637.985	2	1	kettle	neutral
446.992	2	1	kiwifruit	neutral
647.999	2	1	lamp	neutral
455	2	1	lemon	aversive
106.985	2	1	lightbulb	aversive
584.998	2	1	lock	neutral
352.988	2	1	loster	neutral
664.992	2	1	motorcycle	neutral
405.992	2	1	nailpolish	neutral
463.986	2	1	necktie	neutral
8.986	2	1	orifan	aversive
0	2	1	paintbrush	aversive
312.999	2	1	pen	aversive
413.999	2	1	pipe	neutral
201.984	2	1	printer	aversive
699.991	2	1	rollingpin	neutral
567.987	2	1	rubberduck	neutral
321.985	2	1	scale	aversive
180	2	1	shirt	aversive
575.995	2	1	shoe	neutral
372.999	2	1	sofa	neutral
595.99	2	1	stapler	aversive
607.993	2	1	starfish	aversive
513.989	2	1	strawberry	neutral
281.996	2	1	tent	aversive
189.998	2	1	tire	neutral
77.988	2	1	washer	aversive
363.997	2	1	watergun	aversive
238.989	2	1	watermelon	aversive
