onset	duration	weight	object	emotion
699.991	2	1	abacus	neutral
46.985	2	1	babyplayard	aversive
369.982	2	1	banana	neutral
339.99	2	1	bed	aversive
311.092	2	1	bench	aversive
291.993	2	1	bike	aversive
7.991	2	1	binoculars	aversive
212.993	2	1	boppypillow	aversive
29.992	2	1	bowl	aversive
413.999	2	1	bowlingpin	aversive
17.988	2	1	bowtie	neutral
381.985	2	1	bucket	neutral
113.982	2	1	butterfly	aversive
231.993	2	1	button	neutral
644.981	2	1	ceilingfan	aversive
92.993	2	1	cherry	neutral
361.99	2	1	clownfish	aversive
392.994	2	1	coconut	aversive
202.979	2	1	compass	neutral
467.998	2	1	computermouse	neutral
121.99	2	1	cookingpan	neutral
159.989	2	1	cookpot	aversive
573.989	2	1	crab	aversive
424.975	2	1	crown	aversive
663.998	2	1	cupsaucer	neutral
521.002	2	1	dolphin	neutral
442.018	2	1	dragonfly	neutral
561.986	2	1	durian	aversive
497.99	2	1	fan	aversive
432.999	2	1	flashlight	aversive
508.998	2	1	fork	neutral
181.028	2	1	gecko	aversive
593.983	2	1	glasses	neutral
319.1	2	1	glove	neutral
190.992	2	1	grape	aversive
584.102	2	1	guitar	aversive
327.986	2	1	hairbrush	neutral
605.042	2	1	hairdryer	neutral
541.991	2	1	handmirror	neutral
0	2	1	hat	neutral
139.017	2	1	headband	aversive
635.995	2	1	hourglass	neutral
676.001	2	1	icecreamcones	neutral
39.425	2	1	kettle	aversive
221.001	2	1	kiwifruit	aversive
654.995	2	1	lamp	neutral
241.99	2	1	lemon	aversive
260.99	2	1	lightbulb	neutral
68.024	2	1	lock	neutral
57.977	2	1	loster	neutral
458.995	2	1	motorcycle	neutral
479.985	2	1	nailpolish	aversive
271.998	2	1	necktie	aversive
104.979	2	1	orifan	aversive
687.988	2	1	paintbrush	aversive
148.997	2	1	pen	neutral
488.009	2	1	pipe	aversive
531.994	2	1	printer	neutral
625.998	2	1	rollingpin	aversive
450.01	2	1	rubberduck	neutral
281.996	2	1	scale	neutral
616.995	2	1	shirt	neutral
708.994	2	1	shoe	aversive
553.978	2	1	sofa	neutral
130.992	2	1	stapler	aversive
403.986	2	1	starfish	aversive
84.985	2	1	strawberry	neutral
301.99	2	1	tent	aversive
168.992	2	1	tire	neutral
75.999	2	1	washer	neutral
350.998	2	1	watergun	neutral
252.982	2	1	watermelon	aversive
