onset	duration	weight	type	object	emotion
341.212	2	1	voice	abacus	neutral
703.206	2	1	voice	babyplayard	aversive
636.211	2	1	voice	banana	aversive
878.212	2	1	voice	bed	neutral
30.199	2	1	voice	bench	neutral
909.21	2	1	voice	bike	aversive
663.209	2	1	voice	binoculars	neutral
223.203	2	1	voice	boppypillow	aversive
282.199	2	1	voice	bowl	aversive
688.207	2	1	voice	bowlingpin	neutral
543.216	2	1	voice	bowtie	aversive
325.213	2	1	voice	bucket	aversive
125.143	2	1	voice	butterfly	neutral
994.205	2	1	voice	button	neutral
2.334	2	1	voice	ceilingfan	aversive
239.202	2	1	voice	cherry	aversive
848.197	2	1	voice	clownfish	neutral
937.192	2	1	voice	coconut	aversive
84.212	2	1	voice	compass	aversive
952.207	2	1	voice	computermouse	neutral
596.196	2	1	voice	cookingpan	neutral
982.206	2	1	voice	cookpot	neutral
609.212	2	1	voice	crab	neutral
731.205	2	1	voice	crown	neutral
583.197	2	1	voice	cupsaucer	aversive
819.216	2	1	voice	dolphin	aversive
747.22	2	1	voice	dragonfly	neutral
309.214	2	1	voice	durian	aversive
862.23	2	1	voice	fan	aversive
649.193	2	1	voice	flashlight	neutral
42.214	2	1	voice	fork	aversive
500.202	2	1	voice	gecko	neutral
404.208	2	1	voice	glasses	neutral
100.211	2	1	voice	glove	neutral
353.212	2	1	voice	grape	aversive
570.231	2	1	voice	guitar	neutral
377.21	2	1	voice	hairbrush	neutral
557.215	2	1	voice	hairdryer	neutral
514.201	2	1	voice	handmirror	neutral
68.213	2	1	voice	hat	neutral
141.208	2	1	voice	headband	aversive
528.201	2	1	voice	hourglass	aversive
804.2	2	1	voice	icecreamcones	aversive
194.205	2	1	voice	kettle	neutral
924.209	2	1	voice	kiwifruit	neutral
791.217	2	1	voice	lamp	neutral
445.206	2	1	voice	lemon	neutral
776.218	2	1	voice	lightbulb	aversive
54.214	2	1	voice	lock	neutral
432.223	2	1	voice	loster	neutral
16.249	2	1	voice	motorcycle	aversive
834.198	2	1	voice	nailpolish	neutral
182.189	2	1	voice	necktie	aversive
268.2	2	1	voice	orifan	neutral
208.204	2	1	voice	paintbrush	neutral
418.207	2	1	voice	pen	aversive
166.157	2	1	voice	pipe	neutral
762.203	2	1	voice	printer	aversive
893.211	2	1	voice	rollingpin	aversive
365.211	2	1	voice	rubberduck	aversive
473.204	2	1	voice	scale	neutral
112.193	2	1	voice	shirt	aversive
458.205	2	1	voice	shoe	aversive
153.207	2	1	voice	sofa	aversive
297.232	2	1	voice	stapler	neutral
252.201	2	1	voice	starfish	neutral
623.195	2	1	voice	strawberry	aversive
719.239	2	1	voice	tent	aversive
675.208	2	1	voice	tire	aversive
389.209	2	1	voice	washer	aversive
488.203	2	1	voice	watergun	aversive
966.206	2	1	voice	watermelon	aversive
338.996	2	1	face	abacus	neutral
701.006	2	1	face	babyplayard	aversive
634.011	2	1	face	banana	aversive
875.995	2	1	face	bed	neutral
27.999	2	1	face	bench	neutral
907.01	2	1	face	bike	aversive
661.009	2	1	face	binoculars	neutral
221.003	2	1	face	boppypillow	aversive
280	2	1	face	bowl	aversive
686.007	2	1	face	bowlingpin	neutral
541	2	1	face	bowtie	aversive
322.997	2	1	face	bucket	aversive
123.009	2	1	face	butterfly	neutral
992.005	2	1	face	button	neutral
0	2	1	face	ceilingfan	aversive
237.002	2	1	face	cherry	aversive
845.997	2	1	face	clownfish	neutral
935.008	2	1	face	coconut	aversive
81.995	2	1	face	compass	aversive
950.007	2	1	face	computermouse	neutral
593.996	2	1	face	cookingpan	neutral
980.006	2	1	face	cookpot	neutral
606.996	2	1	face	crab	neutral
729.005	2	1	face	crown	neutral
580.997	2	1	face	cupsaucer	aversive
816.999	2	1	face	dolphin	aversive
745.004	2	1	face	dragonfly	neutral
306.998	2	1	face	durian	aversive
859.996	2	1	face	fan	aversive
647.01	2	1	face	flashlight	neutral
39.998	2	1	face	fork	aversive
498.002	2	1	face	gecko	neutral
402.009	2	1	face	glasses	neutral
98.011	2	1	face	glove	neutral
350.995	2	1	face	grape	aversive
567.998	2	1	face	guitar	neutral
375.01	2	1	face	hairbrush	neutral
554.999	2	1	face	hairdryer	neutral
512.002	2	1	face	handmirror	neutral
65.996	2	1	face	hat	neutral
139.008	2	1	face	headband	aversive
526.001	2	1	face	hourglass	aversive
802	2	1	face	icecreamcones	aversive
192.005	2	1	face	kettle	neutral
922.009	2	1	face	kiwifruit	neutral
789.001	2	1	face	lamp	neutral
443.006	2	1	face	lemon	neutral
774.002	2	1	face	lightbulb	aversive
52.014	2	1	face	lock	neutral
430.007	2	1	face	loster	neutral
14	2	1	face	motorcycle	aversive
831.998	2	1	face	nailpolish	neutral
180.006	2	1	face	necktie	aversive
266	2	1	face	orifan	neutral
206.004	2	1	face	paintbrush	neutral
415.991	2	1	face	pen	aversive
164.007	2	1	face	pipe	neutral
760.003	2	1	face	printer	aversive
891.011	2	1	face	rollingpin	aversive
363.011	2	1	face	rubberduck	aversive
471.004	2	1	face	scale	neutral
110.01	2	1	face	shirt	aversive
456.005	2	1	face	shoe	aversive
151.008	2	1	face	sofa	aversive
294.999	2	1	face	stapler	neutral
250.001	2	1	face	starfish	neutral
621.011	2	1	face	strawberry	aversive
717.005	2	1	face	tent	aversive
673.008	2	1	face	tire	aversive
387.009	2	1	face	washer	aversive
486.003	2	1	face	watergun	aversive
964.007	2	1	face	watermelon	aversive
