onset	duration	weight	object	emotion
655.012	2	1	abacus	neutral
170.003	2	1	babyplayard	neutral
290.998	2	1	banana	aversive
448.998	2	1	bed	aversive
58.01	2	1	bench	aversive
539.007	2	1	bike	neutral
527.998	2	1	binoculars	neutral
271.004	2	1	boppypillow	neutral
330.009	2	1	bowl	aversive
596.006	2	1	bowlingpin	aversive
90.008	2	1	bowtie	aversive
319.995	2	1	bucket	neutral
0	2	1	butterfly	aversive
181.012	2	1	button	neutral
17.01	2	1	ceilingfan	neutral
401.001	2	1	cherry	aversive
299.006	2	1	clownfish	neutral
587.004	2	1	coconut	neutral
470.004	2	1	compass	neutral
500.013	2	1	computermouse	neutral
684.009	2	1	cookingpan	aversive
518.001	2	1	cookpot	neutral
491.01	2	1	crab	aversive
132.003	2	1	crown	neutral
28.002	2	1	cupsaucer	neutral
674.012	2	1	dolphin	neutral
230.998	2	1	dragonfly	aversive
40.005	2	1	durian	aversive
695.001	2	1	fan	neutral
575	2	1	flashlight	aversive
458.001	2	1	fork	neutral
551.01	2	1	gecko	aversive
221.001	2	1	glasses	aversive
412.01	2	1	glove	aversive
431.01	2	1	grape	neutral
160.006	2	1	guitar	aversive
197.011	2	1	hairbrush	neutral
391.004	2	1	hairdryer	aversive
510.01	2	1	handmirror	neutral
625.998	2	1	hat	aversive
338.995	2	1	headband	aversive
371.01	2	1	hourglass	neutral
635.001	2	1	icecreamcones	neutral
711	2	1	kettle	neutral
606.998	2	1	kiwifruit	neutral
110.998	2	1	lamp	neutral
480.996	2	1	lemon	neutral
382.002	2	1	lightbulb	neutral
644.998	2	1	lock	aversive
562.997	2	1	loster	aversive
99.011	2	1	motorcycle	aversive
66.002	2	1	nailpolish	aversive
140.011	2	1	necktie	aversive
121.011	2	1	orifan	aversive
280.006	2	1	paintbrush	neutral
252.004	2	1	pen	neutral
441.007	2	1	pipe	neutral
208.997	2	1	printer	neutral
47.996	2	1	rollingpin	aversive
309.003	2	1	rubberduck	aversive
350.998	2	1	scale	neutral
666.004	2	1	shirt	aversive
703.009	2	1	shoe	aversive
262.001	2	1	sofa	aversive
243.001	2	1	stapler	neutral
189.003	2	1	starfish	aversive
423.002	2	1	strawberry	aversive
9.002	2	1	tent	aversive
151.003	2	1	tire	neutral
363.002	2	1	washer	neutral
78.005	2	1	watergun	aversive
616.001	2	1	watermelon	aversive
