onset	duration	weight	object	emotion
102.012	2	1	abacus	aversive
558.007	2	1	babyplayard	neutral
677.013	2	1	banana	aversive
123.001	2	1	bed	aversive
162.012	2	1	bench	neutral
151.004	2	1	bike	neutral
297	2	1	binoculars	neutral
344.997	2	1	boppypillow	neutral
82.001	2	1	bowl	neutral
275.994	2	1	bowlingpin	aversive
693.012	2	1	bowtie	neutral
613	2	1	bucket	neutral
238.011	2	1	butterfly	neutral
316	2	1	button	neutral
492.005	2	1	ceilingfan	neutral
396.011	2	1	cherry	aversive
191.009	2	1	clownfish	neutral
33.009	2	1	coconut	aversive
546.998	2	1	compass	neutral
581.002	2	1	computermouse	aversive
711	2	1	cookingpan	neutral
372.005	2	1	cookpot	aversive
21.006	2	1	crab	aversive
229.009	2	1	crown	aversive
326.014	2	1	cupsaucer	neutral
510.01	2	1	dolphin	aversive
453.011	2	1	dragonfly	aversive
472.01	2	1	durian	neutral
221.001	2	1	fan	aversive
431.01	2	1	flashlight	aversive
635.001	2	1	fork	aversive
419.007	2	1	gecko	neutral
248.009	2	1	glasses	neutral
143.012	2	1	glove	neutral
600.997	2	1	grape	neutral
72.004	2	1	guitar	neutral
500.013	2	1	hairbrush	neutral
41	2	1	hairdryer	aversive
334.005	2	1	handmirror	neutral
308.009	2	1	hat	aversive
181.012	2	1	headband	aversive
132.999	2	1	hourglass	aversive
203.013	2	1	icecreamcones	neutral
666.999	2	1	kettle	neutral
62.006	2	1	kiwifruit	neutral
267.008	2	1	lamp	aversive
443.013	2	1	lemon	neutral
52.009	2	1	lightbulb	neutral
407.998	2	1	lock	neutral
568.999	2	1	loster	aversive
354	2	1	motorcycle	aversive
655.012	2	1	nailpolish	aversive
0	2	1	necktie	aversive
701.003	2	1	orifan	neutral
11.009	2	1	paintbrush	aversive
483.997	2	1	pen	neutral
593.006	2	1	pipe	aversive
363.002	2	1	printer	aversive
285.013	2	1	rollingpin	aversive
519.013	2	1	rubberduck	neutral
259.001	2	1	scale	aversive
646.009	2	1	shirt	neutral
463.008	2	1	shoe	aversive
685.004	2	1	sofa	aversive
527.999	2	1	stapler	aversive
172.01	2	1	starfish	neutral
91.003	2	1	strawberry	aversive
384.008	2	1	tent	aversive
624.009	2	1	tire	aversive
110.998	2	1	washer	neutral
539.007	2	1	watergun	neutral
213.01	2	1	watermelon	aversive
