onset	duration	weight	type	object	emotion
516.202	2	1	voice	abacus	aversive
476.204	2	1	voice	babyplayard	neutral
599.196	2	1	voice	banana	aversive
341.212	2	1	voice	bed	aversive
570.198	2	1	voice	bench	aversive
186.205	2	1	voice	bike	neutral
103.211	2	1	voice	binoculars	aversive
796.217	2	1	voice	boppypillow	aversive
427.207	2	1	voice	bowl	neutral
18.199	2	1	voice	bowlingpin	aversive
61.197	2	1	voice	bowtie	aversive
611.196	2	1	voice	bucket	neutral
671.209	2	1	voice	butterfly	neutral
697.224	2	1	voice	button	aversive
586.214	2	1	voice	ceilingfan	neutral
213.204	2	1	voice	cherry	neutral
627.211	2	1	voice	clownfish	aversive
712.206	2	1	voice	coconut	neutral
245.218	2	1	voice	compass	neutral
782.202	2	1	voice	computermouse	neutral
229.219	2	1	voice	cookingpan	aversive
354.212	2	1	voice	cookpot	neutral
128.226	2	1	voice	crab	aversive
502.202	2	1	voice	crown	neutral
490.203	2	1	voice	cupsaucer	aversive
439.206	2	1	voice	dolphin	aversive
33.198	2	1	voice	dragonfly	neutral
157.207	2	1	voice	durian	aversive
88.211	2	1	voice	fan	neutral
752.204	2	1	voice	flashlight	neutral
980.239	2	1	voice	fork	neutral
882.212	2	1	voice	gecko	aversive
542.217	2	1	voice	glasses	neutral
530.201	2	1	voice	glove	aversive
325.23	2	1	voice	grape	neutral
172.206	2	1	voice	guitar	aversive
115.21	2	1	voice	hairbrush	neutral
767.203	2	1	voice	hairdryer	aversive
47.214	2	1	voice	handmirror	neutral
724.205	2	1	voice	hat	aversive
369.211	2	1	voice	headband	aversive
286.199	2	1	voice	hourglass	aversive
867.196	2	1	voice	icecreamcones	neutral
924.209	2	1	voice	kettle	neutral
738.204	2	1	voice	kiwifruit	aversive
452.222	2	1	voice	lamp	neutral
968.207	2	1	voice	lemon	aversive
201.204	2	1	voice	lightbulb	aversive
413.225	2	1	voice	lock	aversive
464.205	2	1	voice	loster	aversive
827.199	2	1	voice	motorcycle	neutral
258.218	2	1	voice	nailpolish	aversive
854.197	2	1	voice	necktie	neutral
144.191	2	1	voice	orifan	neutral
954.191	2	1	voice	paintbrush	neutral
273.233	2	1	voice	pen	neutral
908.21	2	1	voice	pipe	aversive
2.335	2	1	voice	printer	aversive
299.198	2	1	voice	rollingpin	neutral
841.231	2	1	voice	rubberduck	aversive
73.196	2	1	voice	scale	neutral
940.192	2	1	voice	shirt	aversive
643.21	2	1	voice	shoe	neutral
811.2	2	1	voice	sofa	neutral
313.214	2	1	voice	stapler	aversive
656.209	2	1	voice	starfish	aversive
385.21	2	1	voice	strawberry	neutral
994.205	2	1	voice	tent	neutral
685.208	2	1	voice	tire	aversive
895.228	2	1	voice	washer	neutral
558.232	2	1	voice	watergun	aversive
400.209	2	1	voice	watermelon	neutral
514.002	2	1	face	abacus	aversive
474.004	2	1	face	babyplayard	neutral
596.997	2	1	face	banana	aversive
338.996	2	1	face	bed	aversive
567.998	2	1	face	bench	aversive
184.006	2	1	face	bike	neutral
100.994	2	1	face	binoculars	aversive
794.001	2	1	face	boppypillow	aversive
425.007	2	1	face	bowl	neutral
15.999	2	1	face	bowlingpin	aversive
58.997	2	1	face	bowtie	aversive
608.996	2	1	face	bucket	neutral
669.009	2	1	face	butterfly	neutral
695.007	2	1	face	button	aversive
583.997	2	1	face	ceilingfan	neutral
211.004	2	1	face	cherry	neutral
624.995	2	1	face	clownfish	aversive
710.006	2	1	face	coconut	neutral
243.002	2	1	face	compass	neutral
780.002	2	1	face	computermouse	neutral
227.003	2	1	face	cookingpan	aversive
351.995	2	1	face	cookpot	neutral
126.009	2	1	face	crab	aversive
500.003	2	1	face	crown	neutral
488.003	2	1	face	cupsaucer	aversive
437.006	2	1	face	dolphin	aversive
30.998	2	1	face	dragonfly	neutral
155.007	2	1	face	durian	aversive
85.995	2	1	face	fan	neutral
750.004	2	1	face	flashlight	neutral
978.006	2	1	face	fork	neutral
879.996	2	1	face	gecko	aversive
540	2	1	face	glasses	neutral
528.001	2	1	face	glove	aversive
322.997	2	1	face	grape	neutral
170.006	2	1	face	guitar	aversive
112.993	2	1	face	hairbrush	neutral
765.003	2	1	face	hairdryer	aversive
44.998	2	1	face	handmirror	neutral
722.005	2	1	face	hat	aversive
366.994	2	1	face	headband	aversive
283.999	2	1	face	hourglass	aversive
864.997	2	1	face	icecreamcones	neutral
922.01	2	1	face	kettle	neutral
736.005	2	1	face	kiwifruit	aversive
450.006	2	1	face	lamp	neutral
966.007	2	1	face	lemon	aversive
199.005	2	1	face	lightbulb	aversive
411.008	2	1	face	lock	aversive
462.005	2	1	face	loster	aversive
824.999	2	1	face	motorcycle	neutral
256.001	2	1	face	nailpolish	aversive
851.997	2	1	face	necktie	neutral
142.008	2	1	face	orifan	neutral
952.008	2	1	face	paintbrush	neutral
271	2	1	face	pen	neutral
905.994	2	1	face	pipe	aversive
0	2	1	face	printer	aversive
296.999	2	1	face	rollingpin	neutral
838.998	2	1	face	rubberduck	aversive
70.996	2	1	face	scale	neutral
938.009	2	1	face	shirt	aversive
640.994	2	1	face	shoe	neutral
809	2	1	face	sofa	neutral
310.998	2	1	face	stapler	aversive
654.01	2	1	face	starfish	aversive
382.993	2	1	face	strawberry	neutral
992.005	2	1	face	tent	neutral
683.008	2	1	face	tire	aversive
892.995	2	1	face	washer	neutral
555.999	2	1	face	watergun	aversive
398.009	2	1	face	watermelon	neutral
