onset	duration	weight	object	emotion
554.989	2	1	abacus	neutral
157.005	2	1	babyplayard	neutral
203.991	2	1	banana	aversive
594	2	1	bed	aversive
603.003	2	1	bench	neutral
174.994	2	1	bike	aversive
335.994	2	1	binoculars	aversive
12.003	2	1	boppypillow	neutral
711.995	2	1	bowl	neutral
23.99	2	1	bowlingpin	neutral
584.003	2	1	bowtie	aversive
451.999	2	1	bucket	aversive
193.993	2	1	butterfly	neutral
53.998	2	1	button	aversive
644.998	2	1	ceilingfan	aversive
165.991	2	1	cherry	neutral
483.002	2	1	clownfish	aversive
110.003	2	1	coconut	neutral
91.003	2	1	compass	aversive
34.004	2	1	computermouse	aversive
315.005	2	1	cookingpan	aversive
634.006	2	1	cookpot	aversive
100.006	2	1	crab	aversive
360.001	2	1	crown	neutral
410.004	2	1	cupsaucer	neutral
461.996	2	1	dolphin	neutral
263.991	2	1	dragonfly	aversive
575	2	1	durian	neutral
380.99	2	1	fan	aversive
492.005	2	1	flashlight	neutral
432.005	2	1	fork	neutral
186.002	2	1	gecko	aversive
138.005	2	1	glasses	neutral
238.989	2	1	glove	aversive
535.99	2	1	grape	aversive
622.997	2	1	guitar	aversive
325.002	2	1	hairbrush	aversive
421.991	2	1	hairdryer	neutral
127.991	2	1	handmirror	neutral
657.001	2	1	hat	neutral
546.998	2	1	headband	neutral
61.99	2	1	hourglass	neutral
296.005	2	1	icecreamcones	aversive
215.994	2	1	kettle	aversive
399.99	2	1	kiwifruit	neutral
0	2	1	lamp	aversive
227.997	2	1	lemon	aversive
471.994	2	1	lightbulb	aversive
41.995	2	1	lock	aversive
304.991	2	1	loster	neutral
285.991	2	1	motorcycle	aversive
695.996	2	1	nailpolish	neutral
614.99	2	1	necktie	aversive
704.003	2	1	orifan	aversive
347.998	2	1	paintbrush	neutral
246.997	2	1	pen	aversive
255.005	2	1	pipe	neutral
274.999	2	1	printer	neutral
119.006	2	1	rollingpin	neutral
502.997	2	1	rubberduck	aversive
512.994	2	1	scale	aversive
683.992	2	1	shirt	neutral
439.996	2	1	shoe	neutral
673.995	2	1	sofa	aversive
70.992	2	1	stapler	neutral
566.993	2	1	starfish	neutral
391.999	2	1	strawberry	aversive
524.003	2	1	tent	neutral
666.004	2	1	tire	aversive
148.003	2	1	washer	neutral
369.998	2	1	watergun	neutral
82.001	2	1	watermelon	neutral
