onset	duration	weight	object	emotion
617.957	2	1	abacus	neutral
527.982	2	1	babyplayard	aversive
90.953	2	1	banana	aversive
435.387	2	1	bed	neutral
341.963	2	1	bench	aversive
481.958	2	1	bike	neutral
457.951	2	1	binoculars	neutral
606.982	2	1	boppypillow	neutral
469.955	2	1	bowl	neutral
30.953	2	1	bowlingpin	aversive
322.963	2	1	bowtie	aversive
508.965	2	1	bucket	neutral
122.404	2	1	butterfly	neutral
69.981	2	1	button	neutral
140.956	2	1	ceilingfan	neutral
174.413	2	1	cherry	neutral
242.952	2	1	clownfish	neutral
354.397	2	1	coconut	aversive
682.965	2	1	compass	neutral
400.952	2	1	computermouse	neutral
305.969	2	1	cookingpan	aversive
391.966	2	1	cookpot	neutral
710.967	2	1	crab	neutral
80.956	2	1	crown	aversive
194.06	2	1	cupsaucer	neutral
19.961	2	1	dolphin	aversive
587.982	2	1	dragonfly	aversive
626.96	2	1	durian	aversive
445.981	2	1	fan	aversive
98.961	2	1	flashlight	aversive
313.961	2	1	fork	neutral
652.956	2	1	gecko	aversive
597.979	2	1	glasses	aversive
516.973	2	1	glove	aversive
691.967	2	1	grape	neutral
286.406	2	1	guitar	aversive
536.984	2	1	hairbrush	neutral
222.974	2	1	hairdryer	neutral
273.955	2	1	handmirror	neutral
233.966	2	1	hat	aversive
636.957	2	1	headband	neutral
674.957	2	1	hourglass	neutral
183.979	2	1	icecreamcones	aversive
498.073	2	1	kettle	aversive
579.974	2	1	kiwifruit	aversive
422.952	2	1	lamp	neutral
365.97	2	1	lemon	aversive
383.975	2	1	lightbulb	neutral
332.96	2	1	lock	neutral
264.969	2	1	loster	neutral
375.984	2	1	motorcycle	aversive
40.967	2	1	nailpolish	aversive
151.965	2	1	necktie	neutral
548.971	2	1	orifan	aversive
294.961	2	1	paintbrush	aversive
214.386	2	1	pen	aversive
129.964	2	1	pipe	aversive
489.966	2	1	printer	neutral
110.965	2	1	rollingpin	neutral
560.958	2	1	rubberduck	neutral
50.964	2	1	scale	neutral
205.963	2	1	shirt	aversive
0	2	1	shoe	aversive
161.962	2	1	sofa	aversive
413.071	2	1	stapler	neutral
663.965	2	1	starfish	neutral
252.966	2	1	strawberry	aversive
571.967	2	1	tent	aversive
700.97	2	1	tire	aversive
60.962	2	1	washer	neutral
10.395	2	1	watergun	aversive
644.965	2	1	watermelon	aversive
