onset	duration	weight	object	emotion
709.01	2	1	abacus	aversive
347.003	2	1	babyplayard	aversive
668.01	2	1	banana	aversive
612.005	2	1	bed	neutral
124.012	2	1	bench	aversive
462.013	2	1	bike	neutral
74.009	2	1	binoculars	neutral
489.004	2	1	boppypillow	neutral
454.005	2	1	bowl	aversive
266.013	2	1	bowlingpin	neutral
413.005	2	1	bowtie	aversive
442.002	2	1	bucket	neutral
225.013	2	1	butterfly	neutral
480.002	2	1	button	aversive
641.002	2	1	ceilingfan	neutral
433.016	2	1	cherry	neutral
328.003	2	1	clownfish	neutral
0	2	1	coconut	aversive
11.008	2	1	compass	neutral
423.002	2	1	computermouse	neutral
116.005	2	1	cookingpan	aversive
686.015	2	1	cookpot	aversive
501.007	2	1	crab	neutral
472.01	2	1	crown	neutral
204.007	2	1	cupsaucer	aversive
562.002	2	1	dolphin	aversive
291.015	2	1	dragonfly	aversive
403.008	2	1	durian	neutral
175.01	2	1	fan	aversive
572.016	2	1	flashlight	neutral
512.016	2	1	fork	aversive
621.008	2	1	gecko	neutral
380.012	2	1	glasses	aversive
154.004	2	1	glove	neutral
658.013	2	1	grape	aversive
215.016	2	1	guitar	neutral
533.005	2	1	hairbrush	neutral
65.007	2	1	hairdryer	aversive
34.004	2	1	handmirror	aversive
301.012	2	1	hat	neutral
94.004	2	1	headband	aversive
582.014	2	1	hourglass	aversive
193.015	2	1	icecreamcones	aversive
46.007	2	1	kettle	aversive
257.011	2	1	kiwifruit	aversive
592.011	2	1	lamp	neutral
166.007	2	1	lemon	aversive
676.001	2	1	lightbulb	neutral
369.004	2	1	lock	neutral
650.005	2	1	loster	aversive
82.001	2	1	motorcycle	aversive
337.006	2	1	nailpolish	neutral
359.006	2	1	necktie	aversive
274.005	2	1	orifan	neutral
601.013	2	1	paintbrush	neutral
392.016	2	1	pen	neutral
521.002	2	1	pipe	aversive
57.016	2	1	printer	neutral
545.009	2	1	rollingpin	aversive
106.007	2	1	rubberduck	aversive
554.011	2	1	scale	aversive
283.007	2	1	shirt	neutral
310.015	2	1	shoe	neutral
318.006	2	1	sofa	neutral
135.004	2	1	stapler	neutral
146.013	2	1	starfish	aversive
185.007	2	1	strawberry	neutral
245.008	2	1	tent	neutral
23.012	2	1	tire	aversive
234.016	2	1	washer	aversive
633.011	2	1	watergun	aversive
697.007	2	1	watermelon	neutral
