onset	duration	weight	object	emotion
430.993	2	1	abacus	neutral
613.995	2	1	babyplayard	aversive
41.995	2	1	banana	aversive
240.996	2	1	bed	neutral
511.005	2	1	bench	neutral
259.995	2	1	bike	aversive
269.993	2	1	binoculars	neutral
624.009	2	1	boppypillow	aversive
635.001	2	1	bowl	aversive
77.989	2	1	bowlingpin	neutral
85.996	2	1	bowtie	aversive
50.998	2	1	bucket	aversive
653.006	2	1	butterfly	neutral
570.988	2	1	button	neutral
335	2	1	ceilingfan	aversive
69.998	2	1	cherry	aversive
582.992	2	1	clownfish	neutral
135.999	2	1	coconut	aversive
291.993	2	1	compass	aversive
441.007	2	1	computermouse	neutral
126.997	2	1	cookingpan	neutral
30.987	2	1	cookpot	neutral
228.992	2	1	crab	neutral
559.002	2	1	crown	neutral
419.007	2	1	cupsaucer	aversive
154.004	2	1	dolphin	aversive
310.993	2	1	dragonfly	neutral
300.001	2	1	durian	aversive
679.997	2	1	fan	aversive
358.99	2	1	flashlight	neutral
0	2	1	fork	aversive
173.004	2	1	gecko	neutral
407.998	2	1	glasses	neutral
397.006	2	1	glove	neutral
212.993	2	1	grape	aversive
163.007	2	1	guitar	neutral
347.003	2	1	hairbrush	neutral
181.99	2	1	hairdryer	neutral
594.995	2	1	handmirror	neutral
368.009	2	1	hat	neutral
189.998	2	1	headband	aversive
708.994	2	1	hourglass	aversive
322.996	2	1	icecreamcones	aversive
451.005	2	1	kettle	neutral
481.991	2	1	kiwifruit	neutral
642.992	2	1	lamp	neutral
500.991	2	1	lemon	neutral
670.994	2	1	lightbulb	aversive
22.001	2	1	lock	neutral
221.001	2	1	loster	neutral
388.004	2	1	motorcycle	aversive
528.993	2	1	nailpolish	neutral
376.995	2	1	necktie	aversive
540.002	2	1	orifan	neutral
458.996	2	1	paintbrush	neutral
12.003	2	1	pen	aversive
688.999	2	1	pipe	neutral
548.01	2	1	printer	aversive
145.997	2	1	rollingpin	aversive
58.989	2	1	rubberduck	aversive
200.99	2	1	scale	neutral
490.994	2	1	shirt	aversive
106.008	2	1	shoe	aversive
281.996	2	1	sofa	aversive
660.997	2	1	stapler	neutral
249.003	2	1	starfish	neutral
605.009	2	1	strawberry	aversive
520.986	2	1	tent	aversive
469.988	2	1	tire	aversive
97.005	2	1	washer	aversive
698.997	2	1	watergun	aversive
117.994	2	1	watermelon	aversive
