onset	duration	weight	type	object	emotion
712.206	2	1	voice	abacus	neutral
630.211	2	1	voice	babyplayard	neutral
380.193	2	1	voice	banana	aversive
321.197	2	1	voice	bed	aversive
211.203	2	1	voice	bench	aversive
966.206	2	1	voice	bike	neutral
267.167	2	1	voice	binoculars	neutral
575.214	2	1	voice	boppypillow	neutral
518.201	2	1	voice	bowl	aversive
351.211	2	1	voice	bowlingpin	aversive
307.197	2	1	voice	bowtie	aversive
837.114	2	1	voice	bucket	neutral
997.188	2	1	voice	butterfly	aversive
56.196	2	1	voice	button	neutral
156.223	2	1	voice	ceilingfan	neutral
935.192	2	1	voice	cherry	aversive
28.198	2	1	voice	clownfish	neutral
907.193	2	1	voice	coconut	neutral
603.196	2	1	voice	compass	neutral
224.203	2	1	voice	computermouse	neutral
281.199	2	1	voice	cookingpan	aversive
646.193	2	1	voice	cookpot	neutral
658.176	2	1	voice	crab	aversive
685.207	2	1	voice	crown	neutral
825.282	2	1	voice	cupsaucer	neutral
951.207	2	1	voice	dolphin	neutral
981.272	2	1	voice	dragonfly	aversive
809.199	2	1	voice	durian	aversive
794.134	2	1	voice	fan	neutral
199.187	2	1	voice	flashlight	aversive
503.135	2	1	voice	fork	neutral
405.208	2	1	voice	gecko	aversive
69.196	2	1	voice	glasses	aversive
111.193	2	1	voice	glove	aversive
462.138	2	1	voice	grape	neutral
487.203	2	1	voice	guitar	aversive
559.215	2	1	voice	hairbrush	neutral
435.189	2	1	voice	hairdryer	aversive
739.12	2	1	voice	handmirror	neutral
547.199	2	1	voice	hat	aversive
140.208	2	1	voice	headband	aversive
882.195	2	1	voice	hourglass	neutral
337.196	2	1	voice	icecreamcones	neutral
124.192	2	1	voice	kettle	neutral
184.188	2	1	voice	kiwifruit	neutral
84.195	2	1	voice	lamp	neutral
365.194	2	1	voice	lemon	neutral
236.118	2	1	voice	lightbulb	neutral
172.206	2	1	voice	lock	aversive
617.195	2	1	voice	loster	aversive
2.434	2	1	voice	motorcycle	aversive
42.197	2	1	voice	nailpolish	aversive
474.087	2	1	voice	necktie	aversive
765.202	2	1	voice	orifan	aversive
295.198	2	1	voice	paintbrush	neutral
96.194	2	1	voice	pen	neutral
533.2	2	1	voice	pipe	neutral
672.191	2	1	voice	printer	neutral
920.193	2	1	voice	rollingpin	aversive
853.197	2	1	voice	rubberduck	aversive
421.207	2	1	voice	scale	neutral
895.194	2	1	voice	shirt	aversive
14.282	2	1	voice	shoe	aversive
450.189	2	1	voice	sofa	aversive
393.209	2	1	voice	stapler	neutral
725.171	2	1	voice	starfish	aversive
698.223	2	1	voice	strawberry	aversive
251.168	2	1	voice	tent	aversive
868.196	2	1	voice	tire	neutral
781.201	2	1	voice	washer	neutral
590.196	2	1	voice	watergun	aversive
753.203	2	1	voice	watermelon	aversive
709.989	2	1	face	abacus	neutral
627.994	2	1	face	babyplayard	neutral
377.993	2	1	face	banana	aversive
318.997	2	1	face	bed	aversive
209.004	2	1	face	bench	aversive
963.99	2	1	face	bike	neutral
265	2	1	face	binoculars	neutral
572.998	2	1	face	boppypillow	neutral
516.001	2	1	face	bowl	aversive
348.995	2	1	face	bowlingpin	aversive
304.998	2	1	face	bowtie	aversive
834.998	2	1	face	bucket	neutral
994.988	2	1	face	butterfly	aversive
53.997	2	1	face	button	neutral
153.99	2	1	face	ceilingfan	neutral
932.992	2	1	face	cherry	aversive
25.998	2	1	face	clownfish	neutral
904.994	2	1	face	coconut	neutral
600.996	2	1	face	compass	neutral
222.003	2	1	face	computermouse	neutral
278.999	2	1	face	cookingpan	aversive
643.993	2	1	face	cookpot	neutral
655.992	2	1	face	crab	aversive
682.991	2	1	face	crown	neutral
822.999	2	1	face	cupsaucer	neutral
948.991	2	1	face	dolphin	neutral
978.989	2	1	face	dragonfly	aversive
807	2	1	face	durian	aversive
792.001	2	1	face	fan	neutral
196.988	2	1	face	flashlight	aversive
501.002	2	1	face	fork	neutral
402.991	2	1	face	gecko	aversive
66.996	2	1	face	glasses	aversive
108.993	2	1	face	glove	aversive
459.988	2	1	face	grape	neutral
485.003	2	1	face	guitar	aversive
556.999	2	1	face	hairbrush	neutral
432.99	2	1	face	hairdryer	aversive
736.987	2	1	face	handmirror	neutral
544.999	2	1	face	hat	aversive
137.991	2	1	face	headband	aversive
879.995	2	1	face	hourglass	neutral
334.996	2	1	face	icecreamcones	neutral
121.992	2	1	face	kettle	neutral
181.989	2	1	face	kiwifruit	neutral
81.995	2	1	face	lamp	neutral
362.994	2	1	face	lemon	neutral
233.985	2	1	face	lightbulb	neutral
169.989	2	1	face	lock	aversive
614.995	2	1	face	loster	aversive
0	2	1	face	motorcycle	aversive
39.997	2	1	face	nailpolish	aversive
471.987	2	1	face	necktie	aversive
763.002	2	1	face	orifan	aversive
292.998	2	1	face	paintbrush	neutral
93.994	2	1	face	pen	neutral
531	2	1	face	pipe	neutral
669.991	2	1	face	printer	neutral
917.993	2	1	face	rollingpin	aversive
850.997	2	1	face	rubberduck	aversive
418.99	2	1	face	scale	neutral
892.994	2	1	face	shirt	aversive
11.999	2	1	face	shoe	aversive
447.989	2	1	face	sofa	aversive
390.992	2	1	face	stapler	neutral
722.988	2	1	face	starfish	aversive
695.99	2	1	face	strawberry	aversive
249.001	2	1	face	tent	aversive
865.996	2	1	face	tire	neutral
779.001	2	1	face	washer	neutral
587.997	2	1	face	watergun	aversive
750.986	2	1	face	watermelon	aversive
