onset	duration	weight	object	emotion
590.004	2	1	abacus	neutral
451.999	2	1	babyplayard	aversive
122.006	2	1	banana	aversive
312.999	2	1	bed	aversive
290.02	2	1	bench	neutral
331.999	2	1	bike	neutral
7.991	2	1	binoculars	neutral
580.007	2	1	boppypillow	aversive
508.998	2	1	bowl	aversive
540.001	2	1	bowlingpin	aversive
372.999	2	1	bowtie	neutral
251.009	2	1	bucket	neutral
489.004	2	1	butterfly	neutral
352.01	2	1	button	neutral
192.004	2	1	ceilingfan	aversive
619.996	2	1	cherry	aversive
321.007	2	1	clownfish	aversive
174.993	2	1	coconut	aversive
72.003	2	1	compass	neutral
81.006	2	1	computermouse	neutral
527.998	2	1	cookingpan	neutral
300.995	2	1	cookpot	neutral
183.996	2	1	crab	aversive
385.002	2	1	crown	neutral
461.001	2	1	cupsaucer	neutral
240.995	2	1	dolphin	neutral
556.995	2	1	dragonfly	neutral
271.004	2	1	durian	neutral
652.011	2	1	fan	aversive
344.002	2	1	flashlight	neutral
688.999	2	1	fork	aversive
431.01	2	1	gecko	neutral
601.991	2	1	glasses	neutral
281.996	2	1	glove	aversive
199.995	2	1	grape	neutral
415.011	2	1	guitar	neutral
441.007	2	1	hairbrush	aversive
548.009	2	1	hairdryer	neutral
612.005	2	1	handmirror	aversive
28.997	2	1	hat	aversive
708.993	2	1	headband	aversive
220.006	2	1	hourglass	neutral
164.996	2	1	icecreamcones	aversive
404.997	2	1	kettle	aversive
363.002	2	1	kiwifruit	neutral
229.008	2	1	lamp	neutral
154.999	2	1	lemon	neutral
395	2	1	lightbulb	aversive
518.996	2	1	lock	aversive
113.998	2	1	loster	aversive
62.006	2	1	motorcycle	aversive
480.001	2	1	nailpolish	aversive
104.001	2	1	necktie	neutral
469.009	2	1	orifan	aversive
568.999	2	1	paintbrush	aversive
423.002	2	1	pen	aversive
0	2	1	pipe	neutral
679.002	2	1	printer	aversive
641.002	2	1	rollingpin	neutral
700.008	2	1	rubberduck	neutral
632	2	1	scale	aversive
133.993	2	1	shirt	aversive
145.002	2	1	shoe	neutral
37.999	2	1	sofa	neutral
208.003	2	1	stapler	neutral
91.998	2	1	starfish	aversive
660.997	2	1	strawberry	neutral
669.999	2	1	tent	aversive
262.996	2	1	tire	aversive
18.999	2	1	washer	neutral
497.99	2	1	watergun	aversive
50.003	2	1	watermelon	aversive
