onset	duration	weight	type	object	emotion
222.202	2	1	voice	abacus	neutral
348.161	2	1	voice	babyplayard	aversive
979.205	2	1	voice	banana	neutral
808.199	2	1	voice	bed	aversive
129.208	2	1	voice	bench	aversive
194.221	2	1	voice	bike	aversive
619.211	2	1	voice	binoculars	neutral
726.187	2	1	voice	boppypillow	aversive
506.201	2	1	voice	bowl	neutral
854.079	2	1	voice	bowlingpin	neutral
963.189	2	1	voice	bowtie	aversive
646.092	2	1	voice	bucket	neutral
948.207	2	1	voice	butterfly	neutral
58.196	2	1	voice	button	neutral
116.209	2	1	voice	ceilingfan	neutral
307.18	2	1	voice	cherry	aversive
536.199	2	1	voice	clownfish	aversive
936.191	2	1	voice	coconut	aversive
249.201	2	1	voice	compass	neutral
16.282	2	1	voice	computermouse	aversive
793.2	2	1	voice	cookingpan	aversive
3.034	2	1	voice	cookpot	neutral
336.212	2	1	voice	crab	aversive
405.208	2	1	voice	crown	neutral
181.188	2	1	voice	cupsaucer	neutral
418.207	2	1	voice	dolphin	aversive
375.093	2	1	voice	dragonfly	aversive
764.202	2	1	voice	durian	aversive
739.303	2	1	voice	fan	neutral
567.214	2	1	voice	flashlight	aversive
579.197	2	1	voice	fork	neutral
607.211	2	1	voice	gecko	neutral
72.212	2	1	voice	glasses	neutral
265.2	2	1	voice	glove	aversive
432.189	2	1	voice	grape	aversive
711.222	2	1	voice	guitar	neutral
885.177	2	1	voice	hairbrush	aversive
670.208	2	1	voice	hairdryer	neutral
459.204	2	1	voice	handmirror	neutral
910.192	2	1	voice	hat	aversive
777.251	2	1	voice	headband	neutral
898.193	2	1	voice	hourglass	neutral
870.178	2	1	voice	icecreamcones	aversive
838.197	2	1	voice	kettle	aversive
995.22	2	1	voice	kiwifruit	aversive
522.2	2	1	voice	lamp	aversive
475.203	2	1	voice	lemon	aversive
237.201	2	1	voice	lightbulb	aversive
822.198	2	1	voice	lock	neutral
143.207	2	1	voice	loster	neutral
922.192	2	1	voice	motorcycle	neutral
320.196	2	1	voice	nailpolish	neutral
86.127	2	1	voice	necktie	aversive
697.189	2	1	voice	orifan	aversive
445.188	2	1	voice	paintbrush	neutral
101.21	2	1	voice	pen	neutral
552.198	2	1	voice	pipe	neutral
591.179	2	1	voice	printer	aversive
632.21	2	1	voice	rollingpin	aversive
209.22	2	1	voice	rubberduck	aversive
683.19	2	1	voice	scale	aversive
29.148	2	1	voice	shirt	neutral
167.122	2	1	voice	shoe	aversive
491.202	2	1	voice	sofa	neutral
155.24	2	1	voice	stapler	neutral
362.194	2	1	voice	starfish	neutral
752.202	2	1	voice	strawberry	neutral
277.232	2	1	voice	tent	neutral
390.208	2	1	voice	tire	aversive
658.192	2	1	voice	washer	aversive
293.231	2	1	voice	watergun	neutral
43.214	2	1	voice	watermelon	aversive
220.002	2	1	face	abacus	neutral
345.994	2	1	face	babyplayard	aversive
977.005	2	1	face	banana	neutral
805.999	2	1	face	bed	aversive
126.992	2	1	face	bench	aversive
192.004	2	1	face	bike	aversive
616.994	2	1	face	binoculars	neutral
724.004	2	1	face	boppypillow	aversive
504.001	2	1	face	bowl	neutral
851.996	2	1	face	bowlingpin	neutral
960.989	2	1	face	bowtie	aversive
643.992	2	1	face	bucket	neutral
946.007	2	1	face	butterfly	neutral
55.996	2	1	face	button	neutral
113.992	2	1	face	ceilingfan	neutral
304.997	2	1	face	cherry	aversive
533.999	2	1	face	clownfish	aversive
933.991	2	1	face	coconut	aversive
247.001	2	1	face	compass	neutral
13.999	2	1	face	computermouse	aversive
791	2	1	face	cookingpan	aversive
0	2	1	face	cookpot	neutral
333.995	2	1	face	crab	aversive
402.991	2	1	face	crown	neutral
179.005	2	1	face	cupsaucer	neutral
416.007	2	1	face	dolphin	aversive
372.993	2	1	face	dragonfly	aversive
762.002	2	1	face	durian	aversive
737.003	2	1	face	fan	neutral
564.997	2	1	face	flashlight	aversive
576.997	2	1	face	fork	neutral
604.995	2	1	face	gecko	neutral
69.995	2	1	face	glasses	neutral
263	2	1	face	glove	aversive
430.006	2	1	face	grape	aversive
709.005	2	1	face	guitar	neutral
882.994	2	1	face	hairbrush	aversive
667.991	2	1	face	hairdryer	neutral
457.004	2	1	face	handmirror	neutral
907.993	2	1	face	hat	aversive
775.001	2	1	face	headband	neutral
895.993	2	1	face	hourglass	neutral
867.995	2	1	face	icecreamcones	aversive
835.997	2	1	face	kettle	aversive
993.004	2	1	face	kiwifruit	aversive
520	2	1	face	lamp	aversive
473.003	2	1	face	lemon	aversive
235.001	2	1	face	lightbulb	aversive
819.998	2	1	face	lock	neutral
141.007	2	1	face	loster	neutral
919.992	2	1	face	motorcycle	neutral
317.996	2	1	face	nailpolish	neutral
83.994	2	1	face	necktie	aversive
694.989	2	1	face	orifan	aversive
443.005	2	1	face	paintbrush	neutral
98.993	2	1	face	pen	neutral
549.998	2	1	face	pipe	neutral
588.996	2	1	face	printer	aversive
629.993	2	1	face	rollingpin	aversive
207.003	2	1	face	rubberduck	aversive
681.007	2	1	face	scale	aversive
26.998	2	1	face	shirt	neutral
165.006	2	1	face	shoe	aversive
489.002	2	1	face	sofa	neutral
152.99	2	1	face	stapler	neutral
359.994	2	1	face	starfish	neutral
750.003	2	1	face	strawberry	neutral
274.999	2	1	face	tent	neutral
387.992	2	1	face	tire	aversive
655.992	2	1	face	washer	aversive
290.998	2	1	face	watergun	neutral
40.997	2	1	face	watermelon	aversive
