onset	duration	weight	object	emotion
215.994	2	1	abacus	neutral
100.006	2	1	babyplayard	aversive
256.994	2	1	banana	neutral
196.994	2	1	bed	aversive
458.996	2	1	bench	aversive
698.002	2	1	bike	aversive
335	2	1	binoculars	neutral
174.994	2	1	boppypillow	aversive
638.002	2	1	bowl	neutral
563.992	2	1	bowlingpin	neutral
448.998	2	1	bowtie	aversive
287.003	2	1	bucket	neutral
656.007	2	1	butterfly	neutral
304.991	2	1	button	neutral
647.999	2	1	ceilingfan	neutral
237	2	1	cherry	aversive
132.004	2	1	clownfish	aversive
296.005	2	1	coconut	aversive
385.997	2	1	compass	neutral
373.994	2	1	computermouse	aversive
50.003	2	1	cookingpan	aversive
628.999	2	1	cookpot	neutral
499.001	2	1	crab	aversive
679.002	2	1	crown	neutral
436.995	2	1	cupsaucer	neutral
10.992	2	1	dolphin	aversive
582.992	2	1	dragonfly	aversive
28.997	2	1	durian	aversive
467.998	2	1	fan	neutral
278	2	1	flashlight	aversive
79.995	2	1	fork	neutral
593.006	2	1	gecko	neutral
414	2	1	glasses	neutral
184.991	2	1	glove	aversive
123.001	2	1	grape	aversive
480.002	2	1	guitar	neutral
153.988	2	1	hairbrush	aversive
268.003	2	1	hairdryer	neutral
325.002	2	1	handmirror	neutral
506.992	2	1	hat	aversive
248.008	2	1	headband	neutral
575	2	1	hourglass	neutral
489.004	2	1	icecreamcones	aversive
426.003	2	1	kettle	aversive
555.006	2	1	kiwifruit	aversive
342.991	2	1	lamp	aversive
527.004	2	1	lemon	aversive
366.003	2	1	lightbulb	aversive
534.995	2	1	lock	neutral
616.996	2	1	loster	neutral
316.995	2	1	motorcycle	neutral
19	2	1	nailpolish	neutral
0	2	1	necktie	aversive
111.993	2	1	orifan	aversive
688.999	2	1	paintbrush	neutral
205.997	2	1	pen	neutral
225.991	2	1	pipe	neutral
62.006	2	1	printer	aversive
600.997	2	1	rollingpin	aversive
72.003	2	1	rubberduck	aversive
353.999	2	1	scale	aversive
142.001	2	1	shirt	neutral
41	2	1	shoe	aversive
546.998	2	1	sofa	neutral
518.001	2	1	stapler	neutral
89.992	2	1	starfish	neutral
397.006	2	1	strawberry	neutral
609.004	2	1	tent	neutral
164.996	2	1	tire	aversive
666.999	2	1	washer	aversive
405.992	2	1	watergun	neutral
708.994	2	1	watermelon	aversive
