onset	duration	weight	object	emotion
647.999	2	1	abacus	aversive
125.007	2	1	babyplayard	neutral
470.004	2	1	banana	neutral
214.004	2	1	bed	aversive
66.002	2	1	bench	aversive
341.001	2	1	bike	aversive
115.01	2	1	binoculars	aversive
221.996	2	1	boppypillow	aversive
605.009	2	1	bowl	aversive
379.001	2	1	bowlingpin	aversive
369.004	2	1	bowtie	aversive
429.999	2	1	bucket	aversive
388.003	2	1	butterfly	aversive
570.01	2	1	button	neutral
482.008	2	1	ceilingfan	aversive
594	2	1	cherry	aversive
142.996	2	1	clownfish	neutral
419.007	2	1	coconut	neutral
18.005	2	1	compass	aversive
192.999	2	1	computermouse	neutral
94.999	2	1	cookingpan	neutral
233.999	2	1	cookpot	aversive
688.004	2	1	crab	aversive
0	2	1	crown	neutral
530.999	2	1	cupsaucer	aversive
400.007	2	1	dolphin	aversive
297	2	1	dragonfly	neutral
170.998	2	1	durian	neutral
34.004	2	1	fan	neutral
331.999	2	1	flashlight	neutral
540.996	2	1	fork	neutral
85.002	2	1	gecko	neutral
243.996	2	1	glasses	neutral
581.997	2	1	glove	aversive
616.001	2	1	grape	aversive
511.005	2	1	guitar	aversive
324.008	2	1	hairbrush	aversive
493.994	2	1	hairdryer	neutral
134.01	2	1	handmirror	aversive
502.997	2	1	hat	neutral
461.996	2	1	headband	neutral
182.007	2	1	hourglass	aversive
274.005	2	1	icecreamcones	neutral
161.001	2	1	kettle	neutral
315.005	2	1	kiwifruit	aversive
286.008	2	1	lamp	neutral
549.004	2	1	lemon	aversive
262.001	2	1	lightbulb	neutral
698.002	2	1	lock	neutral
357.995	2	1	loster	neutral
558.007	2	1	motorcycle	aversive
638.001	2	1	nailpolish	aversive
106.007	2	1	necktie	neutral
441.007	2	1	orifan	aversive
204.007	2	1	paintbrush	aversive
625.998	2	1	pen	aversive
9.002	2	1	pipe	neutral
25.996	2	1	printer	neutral
350.004	2	1	rollingpin	neutral
53.998	2	1	rubberduck	aversive
521.997	2	1	scale	neutral
407.998	2	1	shirt	neutral
74.01	2	1	shoe	neutral
666.004	2	1	sofa	neutral
657.996	2	1	stapler	neutral
153.009	2	1	starfish	aversive
676.001	2	1	strawberry	aversive
254.01	2	1	tent	neutral
306.003	2	1	tire	neutral
41.995	2	1	washer	aversive
451.004	2	1	watergun	neutral
710.005	2	1	watermelon	aversive
