onset	duration	weight	object	emotion
578.002	2	1	abacus	aversive
382.002	2	1	babyplayard	neutral
483.003	2	1	banana	aversive
215.016	2	1	bed	neutral
630.011	2	1	bench	aversive
562.003	2	1	bike	neutral
411.016	2	1	binoculars	neutral
504.009	2	1	boppypillow	neutral
146.014	2	1	bowl	neutral
23.012	2	1	bowlingpin	aversive
423.003	2	1	bowtie	aversive
361.013	2	1	bucket	neutral
522.014	2	1	butterfly	neutral
431.01	2	1	button	aversive
154.005	2	1	ceilingfan	aversive
33.01	2	1	cherry	aversive
164.002	2	1	clownfish	aversive
373.016	2	1	coconut	aversive
550.016	2	1	compass	aversive
607.015	2	1	computermouse	neutral
531.016	2	1	cookingpan	aversive
640.008	2	1	cookpot	aversive
350.004	2	1	crab	aversive
462.014	2	1	crown	neutral
320.013	2	1	cupsaucer	neutral
442.002	2	1	dolphin	neutral
185.008	2	1	dragonfly	neutral
257.012	2	1	durian	aversive
648.016	2	1	fan	neutral
134.01	2	1	flashlight	neutral
330.01	2	1	fork	neutral
114.016	2	1	gecko	neutral
618.008	2	1	glasses	neutral
74.01	2	1	glove	neutral
587.004	2	1	grape	neutral
513.011	2	1	guitar	neutral
451.005	2	1	hairbrush	aversive
41.001	2	1	hairdryer	aversive
236.006	2	1	handmirror	aversive
495.006	2	1	hat	aversive
64.013	2	1	headband	neutral
0	2	1	hourglass	neutral
685.004	2	1	icecreamcones	aversive
285.014	2	1	kettle	neutral
595.012	2	1	kiwifruit	neutral
390.01	2	1	lamp	aversive
12.004	2	1	lemon	neutral
225.014	2	1	lightbulb	aversive
124.013	2	1	lock	aversive
106.008	2	1	loster	neutral
401.002	2	1	motorcycle	neutral
697.008	2	1	nailpolish	aversive
659.008	2	1	necktie	neutral
247.014	2	1	orifan	aversive
570.011	2	1	paintbrush	aversive
709.011	2	1	pen	aversive
206.014	2	1	pipe	neutral
473.006	2	1	printer	neutral
84.007	2	1	rollingpin	aversive
677.013	2	1	rubberduck	neutral
266.014	2	1	scale	aversive
541.014	2	1	shirt	neutral
96.011	2	1	shoe	neutral
339.012	2	1	sofa	aversive
53.004	2	1	stapler	aversive
302.008	2	1	starfish	aversive
669.005	2	1	strawberry	aversive
194.01	2	1	tent	aversive
310.015	2	1	tire	aversive
293.005	2	1	washer	neutral
277.006	2	1	watergun	neutral
173.005	2	1	watermelon	aversive
