onset	duration	weight	type	object	emotion
679.19	2	1	voice	abacus	aversive
708.205	2	1	voice	babyplayard	neutral
914.209	2	1	voice	banana	aversive
983.188	2	1	voice	bed	neutral
447.338	2	1	voice	bench	aversive
518.284	2	1	voice	bike	neutral
997.237	2	1	voice	binoculars	neutral
29.198	2	1	voice	boppypillow	neutral
219.219	2	1	voice	bowl	neutral
969.205	2	1	voice	bowlingpin	aversive
405.207	2	1	voice	bowtie	aversive
160.223	2	1	voice	bucket	neutral
291.198	2	1	voice	butterfly	neutral
832.197	2	1	voice	button	aversive
626.194	2	1	voice	ceilingfan	aversive
478.203	2	1	voice	cherry	aversive
347.194	2	1	voice	clownfish	aversive
570.18	2	1	voice	coconut	aversive
545.199	2	1	voice	compass	aversive
777.184	2	1	voice	computermouse	neutral
363.193	2	1	voice	cookingpan	aversive
317.196	2	1	voice	cookpot	aversive
875.195	2	1	voice	crab	aversive
332.212	2	1	voice	crown	neutral
492.202	2	1	voice	cupsaucer	neutral
102.193	2	1	voice	dolphin	neutral
582.23	2	1	voice	dragonfly	neutral
144.207	2	1	voice	durian	aversive
462.204	2	1	voice	fan	neutral
532.2	2	1	voice	flashlight	neutral
432.206	2	1	voice	fork	neutral
557.181	2	1	voice	gecko	neutral
276.199	2	1	voice	glasses	neutral
188.221	2	1	voice	glove	neutral
234.202	2	1	voice	grape	neutral
130.191	2	1	voice	guitar	neutral
505.235	2	1	voice	hairbrush	aversive
87.211	2	1	voice	hairdryer	aversive
793.2	2	1	voice	handmirror	aversive
172.189	2	1	voice	hat	aversive
888.194	2	1	voice	headband	neutral
393.192	2	1	voice	hourglass	neutral
598.212	2	1	voice	icecreamcones	aversive
848.213	2	1	voice	kettle	neutral
378.192	2	1	voice	kiwifruit	neutral
45.197	2	1	voice	lamp	aversive
902.193	2	1	voice	lemon	neutral
926.208	2	1	voice	lightbulb	aversive
303.231	2	1	voice	lock	aversive
747.203	2	1	voice	loster	neutral
805.182	2	1	voice	motorcycle	neutral
734.204	2	1	voice	nailpolish	aversive
655.208	2	1	voice	necktie	neutral
246.201	2	1	voice	orifan	aversive
955.19	2	1	voice	paintbrush	aversive
2.35	2	1	voice	pen	aversive
942.19	2	1	voice	pipe	neutral
15.249	2	1	voice	printer	neutral
118.209	2	1	voice	rollingpin	aversive
819.198	2	1	voice	rubberduck	neutral
761.202	2	1	voice	scale	aversive
59.213	2	1	voice	shirt	neutral
417.273	2	1	voice	shoe	neutral
74.195	2	1	voice	sofa	aversive
861.229	2	1	voice	stapler	aversive
640.193	2	1	voice	starfish	aversive
667.208	2	1	voice	strawberry	aversive
260.2	2	1	voice	tent	aversive
204.203	2	1	voice	tire	aversive
613.194	2	1	voice	washer	neutral
695.189	2	1	voice	watergun	neutral
720.221	2	1	voice	watermelon	aversive
676.99	2	1	face	abacus	aversive
705.989	2	1	face	babyplayard	neutral
911.992	2	1	face	banana	aversive
980.988	2	1	face	bed	neutral
444.988	2	1	face	bench	aversive
516.001	2	1	face	bike	neutral
994.987	2	1	face	binoculars	neutral
26.998	2	1	face	boppypillow	neutral
217.003	2	1	face	bowl	neutral
966.989	2	1	face	bowlingpin	aversive
402.991	2	1	face	bowtie	aversive
157.99	2	1	face	bucket	neutral
288.998	2	1	face	butterfly	neutral
829.998	2	1	face	button	aversive
623.994	2	1	face	ceilingfan	aversive
476.003	2	1	face	cherry	aversive
344.995	2	1	face	clownfish	aversive
567.997	2	1	face	coconut	aversive
542.999	2	1	face	compass	aversive
775.001	2	1	face	computermouse	neutral
360.994	2	1	face	cookingpan	aversive
314.996	2	1	face	cookpot	aversive
872.995	2	1	face	crab	aversive
329.996	2	1	face	crown	neutral
490.002	2	1	face	cupsaucer	neutral
99.993	2	1	face	dolphin	neutral
579.997	2	1	face	dragonfly	neutral
141.991	2	1	face	durian	aversive
459.987	2	1	face	fan	neutral
530	2	1	face	flashlight	neutral
429.989	2	1	face	fork	neutral
554.998	2	1	face	gecko	neutral
273.999	2	1	face	glasses	neutral
185.988	2	1	face	glove	neutral
232.002	2	1	face	grape	neutral
127.992	2	1	face	guitar	neutral
503.001	2	1	face	hairbrush	aversive
84.994	2	1	face	hairdryer	aversive
791	2	1	face	handmirror	aversive
169.989	2	1	face	hat	aversive
885.994	2	1	face	headband	neutral
390.992	2	1	face	hourglass	neutral
595.996	2	1	face	icecreamcones	aversive
845.997	2	1	face	kettle	neutral
375.993	2	1	face	kiwifruit	neutral
42.997	2	1	face	lamp	aversive
899.993	2	1	face	lemon	neutral
923.992	2	1	face	lightbulb	aversive
300.997	2	1	face	lock	aversive
745.003	2	1	face	loster	neutral
802.999	2	1	face	motorcycle	neutral
732.004	2	1	face	nailpolish	aversive
652.992	2	1	face	necktie	neutral
244.001	2	1	face	orifan	aversive
952.99	2	1	face	paintbrush	aversive
0	2	1	face	pen	aversive
939.991	2	1	face	pipe	neutral
12.999	2	1	face	printer	neutral
115.992	2	1	face	rollingpin	aversive
816.998	2	1	face	rubberduck	neutral
759.002	2	1	face	scale	aversive
56.996	2	1	face	shirt	neutral
414.99	2	1	face	shoe	neutral
71.995	2	1	face	sofa	aversive
858.996	2	1	face	stapler	aversive
637.993	2	1	face	starfish	aversive
664.991	2	1	face	strawberry	aversive
258	2	1	face	tent	aversive
202.004	2	1	face	tire	aversive
610.995	2	1	face	washer	neutral
692.989	2	1	face	watergun	neutral
717.988	2	1	face	watermelon	aversive
