onset	duration	weight	object	emotion
540.002	2	1	abacus	neutral
701.019	2	1	babyplayard	aversive
627.01	2	1	banana	aversive
415.011	2	1	bed	neutral
113.004	2	1	bench	aversive
221.001	2	1	bike	aversive
242.007	2	1	binoculars	neutral
562.002	2	1	boppypillow	aversive
529.043	2	1	bowl	aversive
314.01	2	1	bowlingpin	neutral
617.046	2	1	bowtie	neutral
101.001	2	1	bucket	aversive
570.01	2	1	butterfly	neutral
50.003	2	1	button	aversive
597.001	2	1	ceilingfan	aversive
0	2	1	cherry	aversive
325.467	2	1	clownfish	aversive
11.058	2	1	coconut	aversive
710.022	2	1	compass	aversive
657.002	2	1	computermouse	neutral
273.06	2	1	cookingpan	aversive
334.038	2	1	cookpot	aversive
144.024	2	1	crab	neutral
689.016	2	1	crown	aversive
163.454	2	1	cupsaucer	aversive
154.004	2	1	dolphin	neutral
263.013	2	1	dragonfly	neutral
520.024	2	1	durian	aversive
639.03	2	1	fan	aversive
230.003	2	1	flashlight	aversive
124.46	2	1	fork	aversive
467.02	2	1	gecko	neutral
367.014	2	1	glasses	aversive
437.012	2	1	glove	aversive
647.021	2	1	grape	neutral
69.003	2	1	guitar	neutral
190.014	2	1	hairbrush	neutral
388.02	2	1	hairdryer	aversive
182.007	2	1	handmirror	aversive
282.013	2	1	hat	aversive
589.01	2	1	headband	aversive
397.023	2	1	hourglass	neutral
212.015	2	1	icecreamcones	neutral
253.181	2	1	kettle	neutral
19.016	2	1	kiwifruit	neutral
512.033	2	1	lamp	neutral
174.015	2	1	lemon	neutral
608.01	2	1	lightbulb	neutral
81.006	2	1	lock	neutral
37.999	2	1	loster	aversive
200.012	2	1	motorcycle	neutral
28.068	2	1	nailpolish	neutral
306.003	2	1	necktie	aversive
405.014	2	1	orifan	neutral
425.456	2	1	paintbrush	neutral
502.019	2	1	pen	neutral
550.016	2	1	pipe	neutral
446.014	2	1	printer	neutral
456.012	2	1	rollingpin	aversive
490.016	2	1	rubberduck	neutral
355.027	2	1	scale	aversive
92.015	2	1	shirt	neutral
478.012	2	1	shoe	neutral
377.012	2	1	sofa	aversive
290.004	2	1	stapler	neutral
136.016	2	1	starfish	neutral
344.052	2	1	strawberry	neutral
666.021	2	1	tent	aversive
580.024	2	1	tire	aversive
298.011	2	1	washer	neutral
678.007	2	1	watergun	aversive
61.011	2	1	watermelon	aversive
