onset	duration	weight	object	emotion
126.002	2	1	abacus	neutral
297.001	2	1	babyplayard	neutral
168.992	2	1	banana	neutral
616.002	2	1	bed	neutral
692.001	2	1	bench	neutral
218.001	2	1	bike	aversive
397.006	2	1	binoculars	aversive
41.995	2	1	boppypillow	aversive
76.994	2	1	bowl	aversive
582.992	2	1	bowlingpin	aversive
239.006	2	1	bowtie	aversive
268.998	2	1	bucket	aversive
53.999	2	1	butterfly	neutral
337.006	2	1	button	aversive
405.992	2	1	ceilingfan	aversive
259.001	2	1	cherry	aversive
562.998	2	1	clownfish	aversive
414.995	2	1	coconut	neutral
604.993	2	1	compass	aversive
426.004	2	1	computermouse	aversive
316.995	2	1	cookingpan	neutral
670	2	1	cookpot	aversive
25.996	2	1	crab	aversive
517.007	2	1	crown	aversive
97.005	2	1	cupsaucer	neutral
7.991	2	1	dolphin	aversive
177.995	2	1	dragonfly	aversive
357.001	2	1	durian	neutral
527.004	2	1	fan	aversive
477.001	2	1	flashlight	neutral
347.003	2	1	fork	neutral
307.993	2	1	gecko	aversive
711.001	2	1	glasses	neutral
189.003	2	1	glove	neutral
326.992	2	1	grape	neutral
651	2	1	guitar	neutral
454.006	2	1	hairbrush	neutral
277.006	2	1	hairdryer	aversive
198.006	2	1	handmirror	neutral
680.992	2	1	hat	neutral
638.997	2	1	headband	neutral
136.994	2	1	hourglass	neutral
105.991	2	1	icecreamcones	aversive
660.003	2	1	kettle	neutral
227.998	2	1	kiwifruit	aversive
508.004	2	1	lamp	neutral
66.002	2	1	lemon	neutral
34.004	2	1	lightbulb	neutral
117.995	2	1	lock	aversive
465.993	2	1	loster	neutral
18.005	2	1	motorcycle	neutral
626.994	2	1	nailpolish	aversive
148.998	2	1	necktie	aversive
699.992	2	1	orifan	aversive
544.993	2	1	paintbrush	neutral
443.992	2	1	pen	neutral
594.996	2	1	pipe	aversive
534.995	2	1	printer	neutral
376.001	2	1	rollingpin	aversive
157.006	2	1	rubberduck	aversive
287.998	2	1	scale	aversive
575.001	2	1	shirt	aversive
486.999	2	1	shoe	neutral
250.993	2	1	sofa	aversive
499.002	2	1	stapler	aversive
205.997	2	1	starfish	neutral
555.007	2	1	strawberry	neutral
435.006	2	1	tent	aversive
366.998	2	1	tire	neutral
385.998	2	1	washer	aversive
85.002	2	1	watergun	neutral
0	2	1	watermelon	neutral
